Component_ID,Lot_ID,True_Class,Anomaly_Score,IF_Prediction,Predicted_Anomaly
C24-021,L24,NORMAL,-0.10040611306046687,1,0
C41-039,L41,NORMAL,-0.1226156532035656,1,0
C28-013,L28,NORMAL,-0.10236034262427035,1,0
C24-073,L24,NORMAL,-0.09180993860649028,1,0
C39-008,L39,NORMAL,-0.11497277515424364,1,0
C17-062,L17,NORMAL,-0.047220594377377856,1,0
C10-009,L10,NORMAL,-0.1252800216376067,1,0
C24-052,L24,NORMAL,-0.10064015562274886,1,0
C40-031,L40,NORMAL,-0.08007428922286541,1,0
C27-070,L27,NORMAL,-0.11888853204825522,1,0
C31-062,L31,NORMAL,-0.11096726185582684,1,0
C18-075,L18,NORMAL,-0.13299394106799084,1,0
C28-017,L28,NORMAL,-0.1131653218332993,1,0
C24-071,L24,NORMAL,-0.12771407322136763,1,0
C24-012,L24,OBVIOUS_FAILURE,0.19532679881417037,-1,1
C04-001,L04,NORMAL,-0.09692272919323691,1,0
C26-098,L26,NORMAL,-0.0718505490929146,1,0
C26-045,L26,OBVIOUS_FAILURE,0.2126704744662622,-1,1
C48-067,L48,NORMAL,-0.10716012947453529,1,0
C11-074,L11,LATENT_DEFECT,0.0053854660131725796,-1,1
C26-032,L26,NORMAL,-0.10597378037080885,1,0
C44-056,L44,NORMAL,-0.11966474151091738,1,0
C29-087,L29,NORMAL,-0.08021557075144337,1,0
C06-048,L06,NORMAL,-0.11292993078156488,1,0
C10-024,L10,NORMAL,-0.12990892306338703,1,0
C27-055,L27,LATENT_DEFECT,-0.03065205603161203,1,0
C17-022,L17,NORMAL,-0.11462359984962611,1,0
C32-099,L32,NORMAL,-0.09504754249853797,1,0
C21-023,L21,NORMAL,-0.10101425202136233,1,0
C18-008,L18,NORMAL,-0.12759222179075397,1,0
C05-076,L05,NORMAL,-0.08621120182429254,1,0
C06-079,L06,NORMAL,-0.09094070843148666,1,0
C41-021,L41,NORMAL,-0.11396946559055704,1,0
C42-070,L42,LATENT_DEFECT,0.027757226284279013,-1,1
C21-085,L21,NORMAL,-0.07584797059347237,1,0
C27-057,L27,NORMAL,-0.1257608552260402,1,0
C35-030,L35,NORMAL,-0.0980117676191915,1,0
C10-017,L10,NORMAL,-0.10835688775807967,1,0
C35-084,L35,LATENT_DEFECT,-0.015510140167918518,1,0
C06-018,L06,NORMAL,-0.09397945581381134,1,0
C27-037,L27,NORMAL,-0.11199826009763475,1,0
C41-085,L41,NORMAL,-0.11925712933201055,1,0
C44-054,L44,NORMAL,-0.11243312021741941,1,0
C35-061,L35,NORMAL,-0.09295078630971937,1,0
C48-052,L48,NORMAL,-0.07163432095467687,1,0
C50-005,L50,LATENT_DEFECT,0.035085491273958436,-1,1
C17-013,L17,NORMAL,-0.09732691377118785,1,0
C10-050,L10,NORMAL,-0.09858288799757836,1,0
C50-093,L50,NORMAL,-0.10538740767345456,1,0
C26-066,L26,NORMAL,-0.09957915514828225,1,0
C17-086,L17,NORMAL,-0.11624581657718336,1,0
C10-034,L10,NORMAL,-0.11220043218864728,1,0
C19-053,L19,NORMAL,-0.073061014132704,1,0
C08-072,L08,LATENT_DEFECT,0.041671702604093586,-1,1
C43-079,L43,NORMAL,-0.12461976220326759,1,0
C33-004,L33,NORMAL,-0.09624368150573054,1,0
C28-038,L28,NORMAL,-0.12523855838079806,1,0
C11-097,L11,NORMAL,-0.07207050376384116,1,0
C30-013,L30,NORMAL,-0.1199687216874577,1,0
C35-073,L35,NORMAL,-0.10509105033549893,1,0
C32-078,L32,NORMAL,-0.13562298381881627,1,0
C24-062,L24,NORMAL,-0.10120707665092094,1,0
C22-050,L22,NORMAL,-0.10114480037336332,1,0
C06-047,L06,NORMAL,-0.09992926961431803,1,0
C11-006,L11,NORMAL,-0.11026386680254663,1,0
C43-046,L43,LATENT_DEFECT,0.03381371003479938,-1,1
C29-085,L29,NORMAL,-0.07750514429560185,1,0
C40-065,L40,NORMAL,-0.13908771116021984,1,0
C45-023,L45,NORMAL,-0.11357622474998996,1,0
C30-040,L30,OBVIOUS_FAILURE,0.2651923392095554,-1,1
C42-095,L42,NORMAL,-0.09355831577523999,1,0
C11-065,L11,NORMAL,-0.09987861814636156,1,0
C33-084,L33,NORMAL,-0.10327870666565725,1,0
C30-095,L30,NORMAL,-0.11759672486450001,1,0
C21-042,L21,LATENT_DEFECT,0.041689583113247775,-1,1
C26-062,L26,LATENT_DEFECT,0.029514835320312294,-1,1
C29-065,L29,NORMAL,-0.06574993971126358,1,0
C44-014,L44,NORMAL,-0.12220030422323197,1,0
C26-015,L26,LATENT_DEFECT,0.015973535022057117,-1,1
C41-090,L41,NORMAL,-0.11534571787784598,1,0
C10-086,L10,NORMAL,-0.12606053911207554,1,0
C31-084,L31,NORMAL,-0.09731672441454425,1,0
C50-083,L50,NORMAL,-0.08533820974275552,1,0
C06-059,L06,NORMAL,-0.05353188543624732,1,0
C29-096,L29,NORMAL,-0.0514248415706024,1,0
C29-004,L29,NORMAL,-0.09153088908179613,1,0
C19-086,L19,LATENT_DEFECT,0.026297887662751984,-1,1
C44-035,L44,NORMAL,-0.10839469884356545,1,0
C40-034,L40,LATENT_DEFECT,-0.025093774847803063,1,0
C16-043,L16,NORMAL,-0.11173253340297062,1,0
C30-087,L30,NORMAL,-0.1093302686533717,1,0
C18-063,L18,NORMAL,-0.13448947273787065,1,0
C50-010,L50,NORMAL,-0.09077711503760971,1,0
C25-063,L25,NORMAL,-0.09770854606399604,1,0
C38-071,L38,NORMAL,-0.11562697262897326,1,0
C29-080,L29,NORMAL,-0.07372786408130039,1,0
C27-038,L27,NORMAL,-0.11186061486828941,1,0
C48-045,L48,NORMAL,-0.120889346035775,1,0
C06-097,L06,NORMAL,-0.0920085935395828,1,0
C45-056,L45,NORMAL,-0.1124813926430337,1,0
C11-008,L11,NORMAL,-0.07199792792035886,1,0
C04-008,L04,NORMAL,-0.11992358605608905,1,0
C31-016,L31,NORMAL,-0.09794501316700738,1,0
C41-092,L41,NORMAL,-0.1119021906306682,1,0
C50-014,L50,NORMAL,-0.09735871364606952,1,0
C39-016,L39,NORMAL,-0.07835205468058565,1,0
C25-086,L25,NORMAL,-0.06826694432665037,1,0
C30-031,L30,NORMAL,-0.11949362069872116,1,0
C48-074,L48,NORMAL,-0.0986293206281127,1,0
C25-062,L25,NORMAL,-0.08068539486353987,1,0
C22-011,L22,NORMAL,-0.03839972298593791,1,0
C21-065,L21,NORMAL,-0.09401383594348017,1,0
C04-097,L04,NORMAL,-0.09849039362055217,1,0
C18-094,L18,NORMAL,-0.13842454454974445,1,0
C17-037,L17,NORMAL,-0.10946884600956835,1,0
C19-038,L19,NORMAL,-0.12396932266494615,1,0
C29-036,L29,NORMAL,-0.0877914708150942,1,0
C04-026,L04,NORMAL,-0.0813262656539217,1,0
C35-039,L35,NORMAL,-0.0799124889839225,1,0
C18-030,L18,NORMAL,-0.10392842625560261,1,0
C38-081,L38,NORMAL,-0.12096997358091993,1,0
C21-043,L21,NORMAL,-0.06471476135340859,1,0
C50-094,L50,NORMAL,-0.0936915096988114,1,0
C33-077,L33,NORMAL,-0.09536066244184882,1,0
C29-047,L29,NORMAL,-0.078767783401329,1,0
C04-068,L04,NORMAL,-0.08073547178324786,1,0
C39-013,L39,NORMAL,-0.10727195588703675,1,0
C18-019,L18,NORMAL,-0.1288403421252443,1,0
C28-027,L28,NORMAL,-0.11760384260059548,1,0
C47-096,L47,NORMAL,-0.07571814225433965,1,0
C21-019,L21,NORMAL,-0.09155074560590348,1,0
C04-032,L04,NORMAL,-0.06506814873131561,1,0
C50-088,L50,NORMAL,-0.0655423775292211,1,0
C43-052,L43,NORMAL,-0.11552131185785797,1,0
C16-011,L16,NORMAL,-0.0967556777413176,1,0
C31-073,L31,NORMAL,-0.11833864962317159,1,0
C47-044,L47,NORMAL,-0.08997065242595603,1,0
C08-044,L08,NORMAL,-0.0861396093832753,1,0
C33-033,L33,NORMAL,-0.10066063798105884,1,0
C31-017,L31,NORMAL,-0.10578037011172153,1,0
C43-067,L43,NORMAL,-0.12647812395296126,1,0
C43-072,L43,NORMAL,-0.12340579531002782,1,0
C45-047,L45,NORMAL,-0.10500942285063075,1,0
C46-096,L46,NORMAL,-0.08595101159267027,1,0
C18-010,L18,NORMAL,-0.13169005487239976,1,0
C40-016,L40,NORMAL,-0.13450218205614273,1,0
C43-028,L43,NORMAL,-0.12718233875468798,1,0
C38-090,L38,NORMAL,-0.12463948170601508,1,0
C47-083,L47,NORMAL,-0.10757054937374749,1,0
C11-077,L11,NORMAL,-0.0830068585707327,1,0
C46-048,L46,NORMAL,-0.10099029248689112,1,0
C33-096,L33,NORMAL,-0.0952720585710452,1,0
C48-005,L48,NORMAL,-0.1102156207415893,1,0
C35-019,L35,LATENT_DEFECT,0.04662930660815934,-1,1
C11-029,L11,LATENT_DEFECT,0.017584999021276415,-1,1
C05-077,L05,NORMAL,-0.09467162190894851,1,0
C26-013,L26,NORMAL,-0.08336194388466772,1,0
C10-023,L10,NORMAL,-0.11318415839152696,1,0
C22-079,L22,NORMAL,-0.07071957743366442,1,0
C27-073,L27,NORMAL,-0.11630047657683157,1,0
C48-012,L48,NORMAL,-0.10361262897258866,1,0
C47-085,L47,NORMAL,-0.08681878044360164,1,0
C18-017,L18,NORMAL,-0.1268669936026074,1,0
C43-006,L43,NORMAL,-0.10361976563001363,1,0
C06-089,L06,NORMAL,-0.10922313971283065,1,0
C44-072,L44,NORMAL,-0.11435384622705447,1,0
C38-026,L38,NORMAL,-0.12395008746879188,1,0
C39-070,L39,NORMAL,-0.12194457525829355,1,0
C25-021,L25,NORMAL,-0.08152150159924665,1,0
C05-078,L05,LATENT_DEFECT,0.030501730425607443,-1,1
C17-060,L17,NORMAL,-0.10070568679340797,1,0
C21-058,L21,NORMAL,-0.06018208127953817,1,0
C40-055,L40,NORMAL,-0.12788182967260148,1,0
C38-036,L38,NORMAL,-0.11053677110228816,1,0
C08-071,L08,NORMAL,-0.07083813262564387,1,0
C26-020,L26,NORMAL,-0.05910338037385604,1,0
C11-099,L11,NORMAL,-0.11264891250086001,1,0
C33-028,L33,NORMAL,-0.11517276278721439,1,0
C17-030,L17,LATENT_DEFECT,-0.025703201946779886,1,0
C45-039,L45,NORMAL,-0.10830786979536605,1,0
C48-060,L48,NORMAL,-0.11642424448839567,1,0
C22-072,L22,NORMAL,-0.08190281181975856,1,0
C27-040,L27,NORMAL,-0.1157316251245224,1,0
C42-007,L42,NORMAL,-0.05230637068729005,1,0
C05-042,L05,NORMAL,-0.04180854700662284,1,0
C30-012,L30,NORMAL,-0.11068468501557055,1,0
C16-066,L16,NORMAL,-0.12530447231536335,1,0
C43-058,L43,NORMAL,-0.10155274088258831,1,0
C32-060,L32,NORMAL,-0.14298696622378299,1,0
C16-055,L16,LATENT_DEFECT,0.022907505674216955,-1,1
C10-072,L10,NORMAL,-0.10785433822801405,1,0
C21-028,L21,NORMAL,-0.06551085091501202,1,0
C29-089,L29,LATENT_DEFECT,0.06979702377666552,-1,1
C44-089,L44,LATENT_DEFECT,-0.02653873293400616,1,0
C17-053,L17,NORMAL,-0.10709081756799843,1,0
C41-002,L41,NORMAL,-0.11370267769847503,1,0
C44-049,L44,NORMAL,-0.09777072053455665,1,0
C22-018,L22,NORMAL,-0.10237060279434873,1,0
C05-096,L05,NORMAL,-0.07470835208594995,1,0
C11-033,L11,NORMAL,-0.08726877979094266,1,0
C46-080,L46,NORMAL,-0.09633548863138236,1,0
C33-045,L33,NORMAL,-0.12026021613266369,1,0
C42-047,L42,NORMAL,-0.09790276289365918,1,0
C33-016,L33,LATENT_DEFECT,0.0031410307002518456,-1,1
C21-024,L21,NORMAL,-0.10652977655713841,1,0
C11-056,L11,NORMAL,-0.06676850417709257,1,0
C38-020,L38,NORMAL,-0.12773122853931418,1,0
C44-021,L44,NORMAL,-0.11347638143654576,1,0
C35-051,L35,NORMAL,-0.09128939672867042,1,0
C46-028,L46,NORMAL,-0.11495214877972776,1,0
C17-045,L17,NORMAL,-0.11809118619928022,1,0
C16-032,L16,NORMAL,-0.1242002400679092,1,0
C27-058,L27,NORMAL,-0.11349570496544287,1,0
C35-014,L35,NORMAL,-0.11990579244829186,1,0
C05-063,L05,NORMAL,-0.07747253874336668,1,0
C21-002,L21,NORMAL,-0.04980480537209342,1,0
C29-019,L29,NORMAL,-0.10167510880340053,1,0
C21-004,L21,NORMAL,-0.08632525470582325,1,0
C24-034,L24,NORMAL,-0.09665483045962925,1,0
C21-030,L21,NORMAL,-0.07095740284088892,1,0
C11-048,L11,NORMAL,-0.1168742036966251,1,0
C39-054,L39,NORMAL,-0.09467545774645741,1,0
C43-090,L43,LATENT_DEFECT,-0.027381070329929202,1,0
C48-011,L48,NORMAL,-0.0636462463444889,1,0
C11-069,L11,NORMAL,-0.058337077119949066,1,0
C33-060,L33,NORMAL,-0.1070706697433727,1,0
C48-085,L48,NORMAL,-0.05994747035046499,1,0
C19-041,L19,NORMAL,-0.11439188113266707,1,0
C35-080,L35,NORMAL,-0.0941417553112015,1,0
C16-012,L16,NORMAL,-0.11822746418129187,1,0
C30-070,L30,NORMAL,-0.12548161500490085,1,0
C47-011,L47,NORMAL,-0.08418346030215701,1,0
C28-012,L28,NORMAL,-0.11901019783550482,1,0
C42-052,L42,NORMAL,-0.1184594660048523,1,0
C17-057,L17,NORMAL,-0.09469374491603721,1,0
C41-033,L41,NORMAL,-0.10789325357888385,1,0
C11-082,L11,NORMAL,-0.07255924078894194,1,0
C31-042,L31,NORMAL,-0.09539584437193455,1,0
C28-054,L28,NORMAL,-0.11585660053733815,1,0
C19-077,L19,NORMAL,-0.10155739973847433,1,0
C04-074,L04,NORMAL,-0.07829325347455635,1,0
C04-049,L04,NORMAL,-0.08647219679613843,1,0
C47-032,L47,NORMAL,-0.1020397960980905,1,0
C48-039,L48,NORMAL,-0.11260830860594456,1,0
C47-061,L47,NORMAL,-0.04738871588763477,1,0
C46-023,L46,NORMAL,-0.1259617034149908,1,0
C31-050,L31,NORMAL,-0.11765029182005554,1,0
C44-038,L44,NORMAL,-0.13032778614520169,1,0
C22-065,L22,NORMAL,-0.10860426677129831,1,0
C41-086,L41,NORMAL,-0.12023928840937265,1,0
C31-096,L31,NORMAL,-0.09809370236512949,1,0
C38-024,L38,NORMAL,-0.1121038698855587,1,0
C26-081,L26,OBVIOUS_FAILURE,0.19006891218030852,-1,1
C26-095,L26,NORMAL,-0.07924790541042215,1,0
C21-007,L21,NORMAL,-0.10006982064708653,1,0
C11-073,L11,NORMAL,-0.06939805413680272,1,0
C31-100,L31,NORMAL,-0.12426807253696653,1,0
C43-003,L43,LATENT_DEFECT,0.020550786061768966,-1,1
C22-017,L22,NORMAL,-0.1066197719665054,1,0
C21-033,L21,NORMAL,-0.05477488599442326,1,0
C33-041,L33,NORMAL,-0.11580028538915699,1,0
C35-034,L35,NORMAL,-0.07752013364916144,1,0
C19-049,L19,NORMAL,-0.11480076205614492,1,0
C39-059,L39,NORMAL,-0.08953336266040035,1,0
C29-033,L29,NORMAL,-0.044536100847307025,1,0
C48-095,L48,NORMAL,-0.13552606037827308,1,0
C48-031,L48,NORMAL,-0.12562795789561582,1,0
C41-079,L41,NORMAL,-0.0655501750458446,1,0
C45-036,L45,NORMAL,-0.08282865509434423,1,0
C47-031,L47,NORMAL,-0.09360785002231897,1,0
C06-060,L06,NORMAL,-0.09787664825119036,1,0
C50-033,L50,LATENT_DEFECT,0.05318549239209924,-1,1
C29-043,L29,NORMAL,-0.07872435448707826,1,0
C46-060,L46,NORMAL,-0.05243925977891167,1,0
C40-028,L40,NORMAL,-0.12530892710663133,1,0
C26-069,L26,NORMAL,-0.09894688172563953,1,0
C17-065,L17,NORMAL,-0.10157302303071153,1,0
C42-093,L42,NORMAL,-0.11236972061479422,1,0
C30-079,L30,NORMAL,-0.10306621736528038,1,0
C41-093,L41,NORMAL,-0.10976315993710573,1,0
C46-079,L46,NORMAL,-0.11592356635769302,1,0
C25-010,L25,NORMAL,-0.09787879759615792,1,0
C38-046,L38,NORMAL,-0.1336890861969139,1,0
C18-012,L18,NORMAL,-0.12204086933685432,1,0
C21-038,L21,NORMAL,-0.07469081171152014,1,0
C43-053,L43,NORMAL,-0.12987714034365683,1,0
C22-033,L22,NORMAL,-0.10733076575430284,1,0
C42-059,L42,NORMAL,-0.12526099443584865,1,0
C28-060,L28,NORMAL,-0.12701565992190544,1,0
C32-085,L32,NORMAL,-0.09420171721023646,1,0
C44-098,L44,NORMAL,-0.10585546636570614,1,0
C26-053,L26,LATENT_DEFECT,0.051621174922066304,-1,1
C32-098,L32,NORMAL,-0.10962285712010394,1,0
C35-058,L35,NORMAL,-0.09394235145931307,1,0
C41-066,L41,NORMAL,-0.09588321485885948,1,0
C50-052,L50,NORMAL,-0.05763735394435748,1,0
C05-009,L05,LATENT_DEFECT,0.03489752316865413,-1,1
C41-034,L41,LATENT_DEFECT,0.013575851435052688,-1,1
C40-054,L40,NORMAL,-0.1309119225303118,1,0
C43-011,L43,NORMAL,-0.09923861395988853,1,0
C08-019,L08,NORMAL,-0.06633499720595304,1,0
C04-060,L04,NORMAL,-0.08303848502371952,1,0
C18-011,L18,LATENT_DEFECT,0.007431948895484375,-1,1
C28-014,L28,NORMAL,-0.07193898095093942,1,0
C21-069,L21,NORMAL,-0.09518724408119372,1,0
C24-032,L24,NORMAL,-0.10311746000193828,1,0
C50-013,L50,NORMAL,-0.08640353003971729,1,0
C39-039,L39,NORMAL,-0.06889937448504774,1,0
C17-066,L17,NORMAL,-0.1292172536076019,1,0
C18-048,L18,NORMAL,-0.11622168195873062,1,0
C27-015,L27,NORMAL,-0.1180733622735638,1,0
C39-022,L39,LATENT_DEFECT,0.028954616243570985,-1,1
C50-082,L50,LATENT_DEFECT,0.006463937456241742,-1,1
C45-085,L45,NORMAL,-0.08868045049770318,1,0
C17-028,L17,NORMAL,-0.119259298504382,1,0
C18-065,L18,OBVIOUS_FAILURE,0.22055771648506062,-1,1
C47-025,L47,NORMAL,-0.06491867922669708,1,0
C06-021,L06,NORMAL,-0.1150503574323053,1,0
C40-043,L40,NORMAL,-0.10293342751077378,1,0
C11-083,L11,NORMAL,-0.07587488706936918,1,0
C46-001,L46,NORMAL,-0.08879684307528057,1,0
C27-033,L27,NORMAL,-0.13605719203758188,1,0
C22-062,L22,NORMAL,-0.0836069615079687,1,0
C04-057,L04,NORMAL,-0.11537861037321845,1,0
C05-088,L05,NORMAL,-0.09327808971880791,1,0
C32-070,L32,NORMAL,-0.12988485146186662,1,0
C32-012,L32,NORMAL,-0.12289881552722998,1,0
C38-067,L38,NORMAL,-0.1092137025667414,1,0
C45-090,L45,NORMAL,-0.10704282414770006,1,0
C10-069,L10,LATENT_DEFECT,-0.008927241863298241,1,0
C25-045,L25,NORMAL,-0.10485973180639568,1,0
C44-007,L44,NORMAL,-0.11752619616208543,1,0
C33-086,L33,NORMAL,-0.10784199477300116,1,0
C06-027,L06,NORMAL,-0.09468570804192811,1,0
C11-036,L11,NORMAL,-0.11562550594164578,1,0
C33-027,L33,NORMAL,-0.08420421018789775,1,0
C31-054,L31,NORMAL,-0.13080716962968053,1,0
C22-060,L22,NORMAL,-0.10364886610975771,1,0
C27-054,L27,NORMAL,-0.09193305025488263,1,0
C39-058,L39,NORMAL,-0.10579601713087694,1,0
C44-026,L44,NORMAL,-0.12641668368877895,1,0
C21-035,L21,NORMAL,-0.07721565322636609,1,0
C41-067,L41,NORMAL,-0.09692081553271481,1,0
C47-038,L47,OBVIOUS_FAILURE,0.1344817141573763,-1,1
C04-070,L04,LATENT_DEFECT,0.011588887761636801,-1,1
C17-035,L17,NORMAL,-0.07361243181072225,1,0
C28-011,L28,NORMAL,-0.11797691023254958,1,0
C46-078,L46,NORMAL,-0.09994733289470581,1,0
C45-065,L45,NORMAL,-0.09029018002058647,1,0
C08-077,L08,NORMAL,-0.04570966672314675,1,0
C10-037,L10,NORMAL,-0.10623564618390108,1,0
C38-056,L38,NORMAL,-0.08422182938344863,1,0
C32-035,L32,NORMAL,-0.11269481315509394,1,0
C27-081,L27,NORMAL,-0.08662427913816423,1,0
C06-009,L06,NORMAL,-0.10150247693672299,1,0
C43-077,L43,NORMAL,-0.11889126418112517,1,0
C11-066,L11,NORMAL,-0.11197783956092155,1,0
C08-014,L08,OBVIOUS_FAILURE,0.16991268553907712,-1,1
C16-002,L16,NORMAL,-0.08988001205143353,1,0
C06-034,L06,NORMAL,-0.09693968577310907,1,0
C28-053,L28,NORMAL,-0.10917077753296106,1,0
C43-034,L43,NORMAL,-0.09426340034121194,1,0
C48-080,L48,NORMAL,-0.12950508284982926,1,0
C04-013,L04,NORMAL,-0.08738157978025246,1,0
C05-012,L05,NORMAL,-0.09718981999743864,1,0
C35-069,L35,NORMAL,-0.11770554103704167,1,0
C30-098,L30,NORMAL,-0.09097239422033049,1,0
C27-079,L27,OBVIOUS_FAILURE,0.08655350056953659,-1,1
C39-026,L39,NORMAL,-0.10176654117064199,1,0
C50-096,L50,NORMAL,-0.06910691654692269,1,0
C26-058,L26,LATENT_DEFECT,-0.02012073763665423,1,0
C10-073,L10,NORMAL,-0.09619206273223851,1,0
C32-038,L32,NORMAL,-0.12391723241869523,1,0
C18-032,L18,NORMAL,-0.09415284933672075,1,0
C31-093,L31,OBVIOUS_FAILURE,0.15328030655017388,-1,1
C22-005,L22,NORMAL,-0.11675859407329836,1,0
C46-074,L46,NORMAL,-0.09602590950706469,1,0
C26-027,L26,NORMAL,-0.09598461800104785,1,0
C27-046,L27,NORMAL,-0.1251476368663474,1,0
C27-004,L27,NORMAL,-0.10513627731302261,1,0
C40-030,L40,NORMAL,-0.10882581307731948,1,0
C28-010,L28,NORMAL,-0.11785540857594823,1,0
C16-056,L16,LATENT_DEFECT,0.015090340424863902,-1,1
C28-009,L28,NORMAL,-0.13399819211233782,1,0
C08-062,L08,NORMAL,-0.08809467785604969,1,0
C05-036,L05,NORMAL,-0.07043226654761092,1,0
C39-031,L39,NORMAL,-0.10227856074721714,1,0
C45-083,L45,NORMAL,-0.1210276390016451,1,0
C22-047,L22,NORMAL,-0.10956608895662945,1,0
C48-079,L48,NORMAL,-0.12237892673388695,1,0
C08-067,L08,NORMAL,-0.08734805112721022,1,0
C33-072,L33,NORMAL,-0.11886535126562375,1,0
C40-080,L40,NORMAL,-0.1277234114592204,1,0
C04-030,L04,NORMAL,-0.0972951407514469,1,0
C44-013,L44,NORMAL,-0.14039914540084375,1,0
C04-023,L04,NORMAL,-0.07498109454723934,1,0
C47-059,L47,NORMAL,-0.05880423888142167,1,0
C50-047,L50,NORMAL,-0.06215196867354089,1,0
C21-076,L21,NORMAL,-0.07938647137858423,1,0
C42-056,L42,NORMAL,-0.08851213056773616,1,0
C16-096,L16,NORMAL,-0.12631239252195214,1,0
C50-053,L50,NORMAL,-0.09814578333753654,1,0
C17-001,L17,NORMAL,-0.11251662998966777,1,0
C10-021,L10,NORMAL,-0.12692160235893607,1,0
C16-083,L16,NORMAL,-0.12391983436741505,1,0
C31-005,L31,NORMAL,-0.10672849964835279,1,0
C10-061,L10,NORMAL,-0.11320728564587679,1,0
C04-044,L04,NORMAL,-0.059930350270193666,1,0
C04-088,L04,NORMAL,-0.09782683990905316,1,0
C29-003,L29,NORMAL,-0.08865996507163731,1,0
C25-099,L25,NORMAL,-0.10343751284109903,1,0
C50-026,L50,NORMAL,-0.12319342229152236,1,0
C11-062,L11,NORMAL,-0.10550559962729805,1,0
C06-083,L06,NORMAL,-0.0828163702057581,1,0
C50-021,L50,NORMAL,-0.08888841694918936,1,0
C46-089,L46,NORMAL,-0.08514329642241991,1,0
C29-067,L29,NORMAL,-0.09050334348881972,1,0
C48-022,L48,NORMAL,-0.12198968441479596,1,0
C26-043,L26,NORMAL,-0.08760949417560782,1,0
C10-066,L10,NORMAL,-0.1329712210902423,1,0
C22-097,L22,NORMAL,-0.08769372103494766,1,0
C27-083,L27,NORMAL,-0.11482458226449543,1,0
C18-060,L18,NORMAL,-0.11829278409255634,1,0
C11-034,L11,NORMAL,-0.12423644199771622,1,0
C43-051,L43,NORMAL,-0.10746362165655993,1,0
C43-057,L43,NORMAL,-0.11548564664398814,1,0
C33-058,L33,NORMAL,-0.1164317224444622,1,0
C30-050,L30,NORMAL,-0.09413263405642525,1,0
C50-062,L50,NORMAL,-0.09184210816847205,1,0
C44-006,L44,NORMAL,-0.13414834563445882,1,0
C28-068,L28,NORMAL,-0.12094746294134873,1,0
C39-076,L39,NORMAL,-0.03647771178259046,1,0
C22-036,L22,NORMAL,-0.08852980482931377,1,0
C50-049,L50,NORMAL,-0.04629003623169142,1,0
C39-071,L39,NORMAL,-0.09877149233289467,1,0
C45-025,L45,NORMAL,-0.13703576671403234,1,0
C25-052,L25,LATENT_DEFECT,0.0021296525632850116,-1,1
C19-004,L19,NORMAL,-0.10915589316206842,1,0
C16-038,L16,LATENT_DEFECT,-0.02351470772209807,1,0
C26-057,L26,NORMAL,-0.09404105702691157,1,0
C31-086,L31,NORMAL,-0.07379910787533522,1,0
C50-061,L50,NORMAL,-0.10267894657759641,1,0
C48-088,L48,NORMAL,-0.08292233045767128,1,0
C40-067,L40,LATENT_DEFECT,0.0005834168879562673,-1,1
C48-065,L48,LATENT_DEFECT,0.022276932960096807,-1,1
C21-079,L21,LATENT_DEFECT,-0.015046821824197865,1,0
C39-089,L39,NORMAL,-0.09293876536639323,1,0
C30-021,L30,NORMAL,-0.12676165608246337,1,0
C06-022,L06,NORMAL,-0.06954794440695083,1,0
C11-044,L11,NORMAL,-0.09080163385453344,1,0
C33-082,L33,NORMAL,-0.10515567563319667,1,0
C50-071,L50,NORMAL,-0.09723950460989655,1,0
C18-088,L18,NORMAL,-0.09735876109313829,1,0
C40-010,L40,NORMAL,-0.10838025348477687,1,0
C16-086,L16,NORMAL,-0.1221196018939813,1,0
C41-080,L41,NORMAL,-0.12836129763246723,1,0
C19-091,L19,NORMAL,-0.11093819862166288,1,0
C33-071,L33,NORMAL,-0.10784001571653207,1,0
C26-028,L26,NORMAL,-0.10264767140966591,1,0
C40-001,L40,NORMAL,-0.12002201394616407,1,0
C17-090,L17,NORMAL,-0.059991759158920355,1,0
C45-088,L45,NORMAL,-0.12443504892134516,1,0
C22-009,L22,NORMAL,-0.06877182390739994,1,0
C35-100,L35,NORMAL,-0.11818723694583261,1,0
C33-039,L33,NORMAL,-0.1018202021100405,1,0
C42-079,L42,NORMAL,-0.08331265217362266,1,0
C47-095,L47,NORMAL,-0.08750380628053211,1,0
C21-074,L21,NORMAL,-0.08235745513322817,1,0
C40-074,L40,NORMAL,-0.12515861999633193,1,0
C29-030,L29,NORMAL,-0.08048682286236591,1,0
C06-073,L06,NORMAL,-0.11068197901496024,1,0
C48-077,L48,NORMAL,-0.12089305192627442,1,0
C11-022,L11,NORMAL,-0.09769153424507082,1,0
C11-023,L11,NORMAL,-0.08720601221725616,1,0
C32-064,L32,NORMAL,-0.08726745675501685,1,0
C26-089,L26,OBVIOUS_FAILURE,0.19449735636789034,-1,1
C48-024,L48,NORMAL,-0.13160031939619293,1,0
C39-087,L39,NORMAL,-0.11955502892878411,1,0
C24-029,L24,NORMAL,-0.12004169647399016,1,0
C08-051,L08,NORMAL,-0.04992636162668296,1,0
C24-056,L24,NORMAL,-0.11913400909685129,1,0
C27-011,L27,LATENT_DEFECT,0.009696767053198219,-1,1
C27-067,L27,NORMAL,-0.11618910902183321,1,0
C42-037,L42,NORMAL,-0.08211547277736625,1,0
C26-078,L26,NORMAL,-0.08029748318466229,1,0
C42-003,L42,NORMAL,-0.09805073018539923,1,0
C22-074,L22,LATENT_DEFECT,0.044141228048148684,-1,1
C16-052,L16,NORMAL,-0.12887995067437596,1,0
